22, 3410, 4.6812787, 1063, 4.5, 1111, 4.4846253, 668, 4.4514155, 1879, 4.4048
23, 1102, 5.0, 385, 4.832738, 2773, 4.7203975, 136, 4.6838236, 1780, 4.575379
24, 841, 5.2889605, 3410, 5.1675496, 136, 5.0408807, 1067, 5.0048738, 3944, 5.0
25, 1102, 6.0, 2981, 5.7071066, 2830, 5.4950075, 2773, 5.484246, 3410, 5.4213133
26, 2773, 4.5882664, 681, 4.5, 1111, 4.4045334, 3739, 4.335765, 668, 4.247933
27, 385, 5.369398, 681, 5.299354, 3816, 5.205721, 37, 5.0, 1067, 4.9860525
28, 841, 4.8745914, 136, 4.778841, 2981, 4.65301, 1780, 4.636039, 1067, 4.5886393
29, 106, 5.7695527, 2773, 5.4916687, 3410, 5.4751105, 385, 5.0857863, 1879, 5.049226
30, 1341, 4.5, 746, 4.4393396, 385, 4.3930216, 3415, 4.2382035, 167, 4.219962
31, 385, 5.7928934, 2678, 5.5606604, 3410, 5.525891, 2768, 5.5, 2773, 5.465776
32, 136, 5.1601887, 2740, 5.0, 3637, 4.9309645, 3223, 4.5431385, 106, 4.5
33, 124, 4.577187, 136, 4.461286, 3410, 4.394709, 668, 4.372021, 3223, 4.369311
34, 1563, 5.3527384, 3410, 5.3015323, 136, 5.2678723, 3739, 5.266829, 668, 5.2427707
35, 3149, 5.0, 668, 4.688422, 2904, 4.668583, 841, 4.6464467, 3816, 4.5071597
36, 2773, 5.5969715, 3410, 5.451267, 1111, 5.310673, 385, 5.275263, 3739, 5.20617
37, 2773, 5.4820604, 722, 5.1429315, 1111, 5.100988, 1067, 5.043141, 3223, 4.9574366
38, 136, 5.630602, 1563, 5.472877, 3637, 5.4393396, 3739, 5.305521, 3306, 5.1213202
39, 841, 6.0, 116, 5.923862, 1932, 5.288748, 1067, 5.2795186, 649, 5.237847
40, 3410, 5.6167116, 136, 5.379033, 841, 5.256667, 1002, 5.0816817, 1111, 5.0284047
41, 136, 8.0, 850, 6.371772, 3415, 6.1233335, 2963, 6.0580707, 961, 6.0
42, 1102, 6.0, 3410, 5.3413725, 2773, 5.0607777, 1111, 4.9507375, 2927, 4.881074
43, 746, 5.5, 363, 5.4896836, 1743, 5.4248896, 2830, 5.4196157, 3470, 5.346933
44, 3410, 5.666792, 2773, 5.1501136, 1002, 5.088159, 649, 5.0276375, 1102, 5.0
45, 754, 4.5, 3739, 4.374128, 136, 4.2555847, 668, 4.243333, 670, 4.2154484
46, 961, 8.5, 3816, 7.5, 1044, 7.0, 2066, 6.713865, 767, 6.7071066
47, 1067, 5.2071066, 2904, 4.582648, 649, 4.531866, 84, 4.4333167, 2593, 4.3588347
48, 1102, 6.0, 3410, 4.8038497, 2773, 4.7430663, 1111, 4.507095, 2523, 4.5
49, 3410, 5.2270727, 2773, 5.219354, 1111, 5.0719438, 681, 5.0, 3415, 4.9868402
50, 106, 5.5, 136, 5.5, 2904, 5.0469184, 37, 5.0, 2773, 4.9996753
51, 2773, 5.8754115, 3637, 5.3713827, 167, 5.22227, 3737, 5.1094756, 3371, 5.0843396
52, 841, 5.7245636, 1111, 5.568795, 106, 5.5, 3637, 5.4898047, 1002, 5.4617476
53, 2773, 5.536241, 3739, 5.533752, 3410, 5.5253453, 668, 5.523257, 681, 5.5
54, 841, 5.1464467, 3137, 5.0, 1341, 5.0, 3490, 4.9044437, 668, 4.8541965
55, 1879, 5.4142137, 385, 5.3109818, 1871, 5.1464467, 37, 5.0, 2129, 4.999072
56, 841, 6.0, 1067, 5.1583643, 1932, 5.0022583, 3149, 5.0, 2981, 5.0
57, 1563, 4.6946235, 3410, 4.67588, 3415, 4.637895, 136, 4.6342483, 106, 4.630602
58, 681, 5.5, 2773, 5.373263, 3410, 5.2953453, 649, 5.2653475, 668, 5.2071958
59, 649, 4.279645, 1067, 4.2161155, 668, 4.1839595, 2904, 4.181448, 3739, 4.161915
60, 1102, 6.0, 2464, 6.0, 2824, 5.1907434, 824, 4.897119, 363, 4.8658323
61, 136, 7.0, 3223, 6.5, 116, 6.0, 2773, 5.9698257, 1067, 5.5
62, 649, 4.7177114, 2773, 4.6427264, 668, 4.6169205, 136, 4.609995, 3739, 4.5883512
63, 116, 5.6603227, 841, 5.2986746, 2981, 5.2928934, 3339, 5.2459426, 385, 5.1819806
64, 1067, 6.5, 1743, 6.1800847, 116, 6.002494, 1780, 5.9530816, 136, 5.762307
65, 2773, 5.974489, 136, 5.671438, 3410, 5.569498, 1111, 5.556772, 3415, 5.4931364
66, 3410, 6.1134806, 3415, 6.0156784, 2773, 5.986872, 385, 5.8605604, 3223, 5.7612867
67, 1067, 5.507616, 935, 5.206093, 3816, 5.113305, 668, 5.0906224, 3739, 5.0615163
68, 3862, 5.0130672, 385, 5.0, 1879, 4.992922, 649, 4.877864, 3816, 4.8564262
69, 136, 5.6158605, 3637, 5.56387, 1341, 5.5, 385, 5.2991037, 3739, 5.2717237
70, 116, 5.7943482, 1743, 5.173554, 1904, 5.0792828, 1169, 5.0744, 3223, 5.0728316
71, 1067, 6.5, 136, 6.184699, 2773, 5.901059, 1846, 5.1715727, 841, 5.1394396
72, 3415, 4.9617476, 3637, 4.7584677, 3371, 4.731982, 3739, 4.70706, 1068, 4.705481
73, 2904, 5.244751, 841, 5.211328, 136, 5.206705, 3415, 5.1192484, 3410, 5.086469
74, 681, 5.1213202, 3137, 5.0, 2904, 4.9551387, 1067, 4.946858, 3737, 4.9345307
75, 385, 6.369398, 1102, 6.0, 1563, 5.963754, 2773, 5.8215284, 1743, 5.7974324
76, 841, 5.6447983, 3371, 5.5013294, 136, 5.443468, 3637, 5.4242425, 2904, 5.340873
77, 116, 5.987746, 1743, 5.751174, 3862, 5.369398, 3223, 5.2276425, 2904, 5.184699
78, 1341, 5.5, 167, 5.2249455, 2904, 5.0834603, 722, 5.0796866, 841, 5.055456
79, 2773, 5.788621, 841, 5.554097, 2238, 5.401307, 1423, 5.232233, 844, 5.232233
80, 136, 5.8378077, 2773, 5.767832, 1111, 5.2811933, 1743, 5.2472053, 1423, 5.2280536
81, 1067, 5.37614, 681, 5.0642824, 3223, 5.0511847, 3008, 5.0126038, 3470, 4.98996
82, 136, 5.7536263, 2773, 5.6615415, 841, 5.627559, 1111, 5.2793865, 668, 5.2611375
83, 3415, 5.8472815, 2981, 5.2928934, 3816, 5.2265263, 2830, 5.21436, 1067, 5.180939
84, 1780, 6.5, 841, 5.5887494, 2773, 5.3895373, 1067, 5.309407, 1879, 5.235064
85, 106, 5.5, 136, 5.5, 3223, 5.3333335, 2773, 5.2599373, 1725, 5.0321107
86, 136, 8.0, 2773, 6.6092453, 746, 6.5, 385, 6.2071066, 1102, 6.0
87, 106, 7.0, 385, 6.5, 3410, 5.820094, 2773, 5.57679, 2813, 5.535534
88, 3944, 5.0, 3816, 4.9373302, 2981, 4.9234953, 2773, 4.859975, 1067, 4.835911
89, 844, 5.5, 1423, 5.5, 3371, 5.238796, 124, 5.184699, 3118, 5.023099
90, 681, 5.5, 106, 4.9294744, 3739, 4.86956, 668, 4.7287374, 1111, 4.7078447
91, 718, 6.0, 2981, 5.5, 3415, 5.471713, 1780, 5.464466, 3737, 5.4364834
92, 1067, 4.5639524, 2773, 4.3836455, 1111, 4.329401, 136, 4.3040485, 668, 4.3039145
93, 3410, 5.117265, 1002, 4.9414215, 1725, 4.9168897, 2773, 4.9087377, 1111, 4.9067135
94, 3410, 6.730248, 2678, 6.0, 484, 6.0, 3223, 5.976859, 251, 5.5
95, 841, 6.5, 106, 5.5, 2523, 5.0, 136, 4.9556513, 649, 4.850011
96, 841, 4.620596, 1111, 4.4142413, 2773, 4.3885436, 649, 4.344308, 3470, 4.33121
97, 385, 5.391349, 3816, 5.3183255, 668, 5.1401, 649, 5.1017814, 2773, 5.0673556
98, 2813, 7.0, 1067, 5.5, 2773, 5.40939, 746, 5.2928934, 2830, 5.1199102
99, 841, 5.1362557, 136, 4.9305344, 2773, 4.6423736, 2847, 4.5184026, 1063, 4.5
100, 2773, 4.68314, 649, 4.577574, 1111, 4.5577226, 3410, 4.504773, 2464, 4.4393396
101, 2773, 6.562955, 3410, 6.475956, 385, 6.3867297, 1111, 6.1948795, 136, 6.077952
102, 2635, 5.5, 2652, 5.5, 681, 5.2852626, 2981, 4.676777, 106, 4.5469184
103, 3410, 6.690901, 2773, 6.5216384, 77, 5.962586, 1111, 5.803426, 385, 5.7071066
104, 1067, 7.0, 841, 6.0, 3449, 5.430058, 961, 5.184699, 116, 5.0825677
105, 3410, 5.8428144, 668, 5.5884776, 1067, 5.564972, 106, 5.535534, 2813, 5.535534
106, 1168, 5.5, 124, 5.1464467, 824, 5.1400204, 3092, 5.061424, 251, 5.0
107, 136, 4.8841677, 2773, 4.6669497, 1067, 4.6524744, 649, 4.6147895, 3223, 4.5999756
108, 3415, 5.0, 2830, 4.979675, 116, 4.8647704, 3410, 4.8183465, 844, 4.7928934
109, 1780, 5.5, 3410, 5.1064243, 2773, 5.0341573, 1563, 4.9857507, 525, 4.9641137
110, 1067, 5.5, 649, 5.239026, 136, 5.2338557, 2904, 5.1265903, 363, 5.0681314
111, 136, 5.2437162, 2904, 5.196316, 746, 5.036206, 3739, 5.0122538, 2981, 5.0
112, 385, 7.5, 2773, 7.0, 3410, 6.095636, 1879, 5.791014, 3223, 5.5029435
113, 2773, 6.226195, 3410, 5.7651567, 167, 5.529523, 3862, 5.5, 1725, 5.4685526
114, 385, 5.464466, 746, 5.1213202, 3410, 4.854183, 167, 4.8425145, 3816, 4.7704463
115, 136, 6.5, 2773, 6.063885, 670, 5.836616, 668, 5.7676725, 3092, 5.7647953
116, 961, 5.9096746, 1067, 5.6050444, 1111, 5.17836, 3223, 5.1252775, 2935, 5.1249475
117, 2773, 4.906941, 124, 4.8333335, 3410, 4.8178816, 3092, 4.6532173, 1879, 4.6462097
118, 841, 6.0585423, 1102, 6.0, 746, 5.25, 136, 5.1285625, 3415, 5.1186914
119, 1563, 5.5088444, 385, 5.5, 961, 5.5, 2129, 5.0, 1169, 4.917918
120, 3944, 5.0, 1871, 5.0, 1879, 4.941206, 106, 4.6083193, 2773, 4.5987387
121, 385, 6.5, 2773, 6.2352834, 3410, 6.0219307, 3223, 5.811293, 841, 5.74101
122, 3410, 4.630011, 1111, 4.608811, 136, 4.564116, 3637, 4.516363, 1423, 4.4368315
123, 2773, 4.8063383, 1111, 4.6066904, 3410, 4.583172, 668, 4.572786, 2019, 4.472982
124, 681, 5.5, 3371, 5.2031646, 3637, 5.0, 2981, 5.0, 251, 4.9930615
125, 2773, 5.5110397, 1067, 5.460496, 1111, 5.4252615, 3816, 5.371349, 136, 5.340741
126, 2813, 6.0, 841, 5.7928934, 2773, 5.677889, 3410, 5.518704, 1067, 5.4162636
127, 2773, 5.3505898, 136, 5.0702224, 1067, 5.03385, 1111, 4.980832, 3223, 4.9774065
128, 2773, 6.2897215, 3816, 5.872174, 1879, 5.7738295, 2056, 5.7071066, 385, 5.6601887
129, 2773, 5.587233, 841, 5.427309, 136, 5.4039464, 1111, 5.2549458, 3410, 5.234779
130, 1780, 6.5, 3410, 6.089853, 2773, 6.024134, 1871, 6.0, 1067, 5.739047
131, 681, 4.5, 3816, 4.2323356, 3470, 4.22034, 3739, 4.2137003, 136, 4.194603
132, 2056, 6.0, 2904, 5.3867297, 136, 5.353791, 668, 5.2461863, 1743, 5.178374
133, 136, 5.447858, 1076, 5.1433287, 746, 5.0500274, 2904, 4.8421836, 1111, 4.814798
134, 841, 5.896206, 2773, 5.3602233, 385, 5.3284273, 1879, 5.0757875, 106, 5.0
135, 116, 6.00415, 2981, 6.0, 3371, 5.910231, 841, 5.8863215, 746, 5.8284273
136, 2773, 4.2511644, 3410, 4.2221675, 841, 4.1533017, 1879, 4.095053, 681, 4.0
137, 3739, 4.8286834, 3737, 4.7758026, 1111, 4.7498937, 363, 4.7273464, 2019, 4.6905136
138, 1067, 5.9539804, 841, 5.586982, 2773, 5.461951, 136, 5.45253, 1563, 5.3416643
139, 2773, 5.2469163, 385, 5.2299285, 1563, 5.1898007, 1657, 5.1893396, 124, 5.072501
140, 1002, 5.038003, 649, 5.0309973, 106, 4.815301, 136, 4.7751265, 3816, 4.7416434
141, 136, 5.7071066, 2773, 5.6860714, 3737, 5.2864738, 2981, 5.2071066, 841, 4.78886
142, 841, 4.74278, 2981, 4.5, 3410, 4.200655, 1067, 4.148811, 844, 4.0900993
143, 746, 6.184699, 136, 5.3520875, 1743, 5.309074, 2773, 5.0565257, 1471, 5.0
144, 363, 5.220606, 2773, 5.0983076, 77, 5.0, 167, 4.978083, 844, 4.9585786
145, 116, 5.4684076, 841, 5.0, 3637, 4.6425295, 668, 4.585539, 759, 4.575159
146, 1780, 5.232233, 136, 5.0598726, 1067, 5.0171824, 2773, 4.9975567, 3816, 4.9012494
147, 3410, 5.1088557, 136, 5.0565596, 1111, 5.016761, 1102, 5.0, 2773, 4.9673476
148, 3410, 5.3090076, 1111, 5.0830183, 2773, 5.0323143, 3739, 5.0154777, 124, 5.0142083
149, 3739, 5.0773807, 2904, 5.0567737, 2935, 5.0471253, 668, 5.0064473, 2773, 5.0061135
150, 746, 5.087409, 3816, 4.8845086, 1067, 4.8814645, 668, 4.872112, 3739, 4.8605227
151, 3739, 5.0243306, 1111, 4.9110827, 2773, 4.892777, 2935, 4.852754, 3470, 4.8500137
152, 1879, 5.7819347, 2904, 5.656854, 385, 5.5, 304, 5.5, 1423, 5.2071066
153, 116, 7.2214684, 1743, 6.1081944, 3906, 6.0, 3737, 5.8988786, 3470, 5.855008
154, 1743, 4.632016, 2830, 4.4248257, 1002, 4.3605604, 3816, 4.3464274, 3410, 4.3425894
155, 1067, 5.11422, 649, 4.9160337, 841, 4.8786798, 935, 4.8435287, 1743, 4.7775354
156, 3739, 5.394286, 2773, 5.380507, 525, 5.2084503, 3030, 5.1965427, 649, 5.1962433
157, 681, 5.0431175, 2773, 4.9202957, 3410, 4.9142113, 668, 4.866222, 124, 4.8309956
158, 2773, 6.5, 84, 6.5, 1879, 6.5, 3449, 6.0, 304, 5.5
159, 1743, 5.89389, 3371, 5.062986, 841, 5.0449586, 3470, 4.9953055, 2773, 4.9609942
160, 2773, 5.175435, 385, 5.027484, 167, 4.9579544, 649, 4.836176, 670, 4.71736
161, 1067, 5.308458, 649, 5.2966022, 3739, 5.2925463, 668, 5.1730027, 3816, 5.15463
162, 2773, 6.133915, 106, 6.0, 746, 6.0, 3410, 5.7922416, 1879, 5.775922
163, 2773, 4.041829, 1743, 4.0312567, 681, 4.0, 136, 3.9970481, 668, 3.908628
164, 1879, 5.5857863, 304, 5.5, 1871, 5.5, 136, 5.430058, 649, 5.4189816
165, 1780, 5.5, 961, 5.1969185, 2773, 5.134695, 1002, 5.0564084, 649, 4.9576073
166, 136, 4.9987464, 668, 4.8920074, 3410, 4.886442, 2773, 4.8699093, 2904, 4.8473587
167, 136, 6.0, 841, 6.0, 1423, 5.5, 844, 5.5, 2773, 5.1926303
168, 841, 6.176777, 961, 6.0, 3894, 5.410676, 1341, 5.3458047, 3415, 5.156672
169, 1102, 6.0, 3410, 4.7657766, 2773, 4.655091, 3739, 4.5846243, 1111, 4.5764923
170, 1067, 5.3206224, 106, 5.168854, 1871, 5.0690355, 136, 5.0524907, 3816, 5.0495334
171, 1067, 6.216805, 385, 6.0, 2773, 5.716005, 1879, 5.0534997, 2756, 5.0
172, 1657, 6.0, 844, 5.5, 2754, 5.5, 1423, 5.5, 1063, 5.0
173, 3816, 4.9292226, 649, 4.9097753, 2773, 4.8708925, 1067, 4.8242083, 2904, 4.813315
174, 3410, 6.2971926, 2773, 5.9186835, 1879, 5.7308416, 1002, 5.5370774, 2813, 5.535534
175, 2981, 5.1601887, 136, 5.1135225, 3739, 5.012272, 668, 4.968267, 3816, 4.9270215
176, 167, 7.0, 3118, 6.5, 767, 5.6073713, 1879, 5.5448155, 2981, 5.5
177, 136, 5.6666665, 2773, 5.596733, 385, 5.480566, 3410, 5.359196, 3816, 5.2883205
178, 106, 6.0, 3410, 5.3814964, 2678, 5.3333335, 304, 4.8786798, 1111, 4.817104
179, 3415, 5.1882353, 649, 4.7398705, 3410, 4.7383914, 385, 4.5690355, 1111, 4.5649443
180, 681, 5.5, 3339, 5.1244454, 3415, 5.059702, 1932, 4.947302, 649, 4.699402
181, 3410, 5.269589, 668, 5.141192, 1111, 5.129839, 2773, 5.1000414, 1879, 5.076137
182, 136, 5.526456, 2773, 5.319697, 167, 5.246235, 649, 5.0746684, 2904, 5.0663524
183, 1067, 5.3905096, 681, 5.299354, 649, 5.2444754, 2904, 5.186943, 668, 5.144979
184, 385, 6.2928934, 3410, 5.751464, 841, 5.6213202, 2129, 5.540764, 681, 5.5
185, 3410, 5.7760763, 2773, 5.7370706, 3245, 5.577577, 1111, 5.5560226, 1002, 5.5
186, 3410, 5.4437103, 3816, 5.395668, 1169, 5.366719, 1725, 5.3592143, 3470, 5.357554
187, 681, 5.5, 841, 5.365827, 3739, 5.3163624, 3371, 5.216134, 2904, 5.2151055
188, 681, 5.5, 1423, 4.678932, 844, 4.678932, 3816, 4.5390344, 3077, 4.525784
189, 3640, 7.0, 746, 6.5, 1743, 5.6464467, 106, 5.5, 136, 5.5
190, 385, 5.057191, 3944, 5.0, 2773, 4.986836, 136, 4.8147, 2981, 4.6378393
191, 136, 5.7071066, 841, 5.6541953, 106, 5.5, 167, 5.2453594, 961, 5.0
192, 2904, 4.8184214, 668, 4.725394, 1111, 4.700596, 136, 4.688133, 3371, 4.603606
193, 681, 4.8535533, 136, 4.5480065, 1076, 4.5477605, 3816, 4.4350686, 2019, 4.4038596
194, 1780, 6.0, 722, 5.4600124, 3739, 5.4593186, 1111, 5.3970428, 2847, 5.2765183
195, 2773, 5.1152205, 136, 5.063543, 3739, 5.0607824, 649, 5.044086, 3410, 5.015143
196, 167, 5.0817156, 649, 5.030737, 3149, 5.0, 3339, 4.8951797, 106, 4.791555
197, 841, 6.0, 1871, 5.5, 136, 5.5, 649, 5.2878346, 3637, 5.2431397
198, 1102, 6.0, 3410, 5.682128, 1111, 5.2134438, 136, 5.168418, 3739, 5.166112
199, 1102, 5.0, 3410, 4.9054475, 3415, 4.8618197, 649, 4.843849, 1111, 4.7828226
200, 3038, 6.0765047, 2238, 5.7220697, 3737, 5.3658414, 167, 5.2928934, 1879, 5.2928934
201, 746, 5.5, 3739, 5.299587, 841, 5.173691, 2935, 5.107985, 1068, 5.07818
202, 3410, 5.0817623, 2773, 5.0441213, 1111, 4.900935, 1102, 4.8398113, 124, 4.771767
203, 3415, 4.4775925, 841, 4.3333335, 136, 4.1019382, 106, 4.0, 681, 4.0
204, 3410, 5.0873923, 841, 5.057773, 2773, 4.9713635, 1111, 4.954485, 136, 4.9532304
205, 1780, 5.5, 681, 5.184699, 3816, 4.885569, 136, 4.8724365, 2773, 4.8214755
206, 961, 5.75, 2981, 5.5, 124, 5.5, 304, 5.3535533, 2056, 5.2928934
207, 136, 6.445903, 3415, 6.3333335, 2773, 5.655962, 1067, 5.6246667, 841, 5.5744953
208, 2773, 4.6474156, 3371, 4.6156287, 124, 4.5365686, 649, 4.5214176, 2904, 4.498921
209, 2830, 4.8733764, 1743, 4.720812, 363, 4.515637, 746, 4.5, 1180, 4.4848714
210, 3410, 7.3948317, 1596, 7.0, 2773, 6.714068, 649, 6.5, 1111, 6.4485526
211, 3410, 5.849547, 2773, 5.7814927, 136, 5.7071066, 1067, 5.5, 670, 5.488715
212, 3410, 4.8782334, 2773, 4.869566, 136, 4.823682, 1111, 4.7528462, 385, 4.699465
213, 841, 5.5, 385, 5.5, 1111, 5.367567, 2773, 5.2661443, 525, 5.133212
214, 385, 5.738796, 681, 5.1464467, 2981, 5.097631, 649, 4.973415, 841, 4.8399143
215, 385, 7.0, 841, 6.5, 2981, 6.0, 136, 6.0, 1102, 6.0
216, 3816, 4.4837327, 3739, 4.4350953, 3410, 4.371838, 1563, 4.312515, 668, 4.2938294
217, 1780, 6.5, 3637, 6.0, 136, 5.25, 106, 5.2071066, 1743, 5.1800847
218, 2981, 6.0, 1067, 5.5, 124, 5.5, 681, 5.5, 3371, 5.3395042
219, 3415, 5.0, 1067, 5.0, 2464, 5.0, 3038, 4.921027, 3470, 4.8741736
220, 136, 5.3708897, 668, 5.3644857, 649, 5.2666645, 2935, 5.236425, 3470, 5.2288313
221, 1563, 5.2991204, 3737, 5.2512627, 3490, 5.1773777, 136, 5.0, 1725, 5.0
222, 136, 5.658327, 1067, 5.6134367, 2773, 5.5519853, 1111, 5.36971, 3223, 5.2859974
223, 1111, 5.1694117, 3410, 5.155969, 2830, 4.9495835, 3739, 4.902738, 668, 4.869183
224, 3739, 4.341164, 2847, 4.280818, 385, 4.276598, 3470, 4.2284403, 3637, 4.208368
225, 681, 5.0, 649, 4.6303864, 2904, 4.6129117, 3371, 4.58997, 3739, 4.5507755
226, 1879, 6.7104034, 3410, 5.69342, 3816, 5.3867297, 1002, 5.1132703, 136, 5.050873
227, 369, 4.8398113, 3816, 4.678152, 645, 4.6151123, 1780, 4.5483723, 746, 4.5
228, 2773, 6.3025694, 844, 5.636039, 1423, 5.636039, 670, 5.631385, 3637, 5.604957
229, 3415, 5.336615, 136, 5.2217855, 841, 4.938476, 2773, 4.9063053, 670, 4.7208414
230, 136, 5.1807585, 124, 5.1773777, 2773, 5.131833, 668, 5.131696, 3816, 5.1135216
231, 3410, 5.346479, 1067, 5.255086, 1780, 5.232233, 136, 5.179506, 670, 5.1226287
232, 1743, 4.9933553, 2773, 4.9694033, 3739, 4.954899, 3371, 4.8956738, 2830, 4.8785214
233, 2773, 6.440356, 167, 5.7908072, 1563, 5.730248, 1423, 5.5335584, 844, 5.5335584
234, 385, 6.0, 649, 6.0, 1067, 5.7476945, 2773, 5.648979, 1879, 5.5352983
235, 681, 5.0642824, 649, 5.0620046, 3816, 5.0147014, 3739, 5.003595, 136, 4.988927
236, 136, 5.7211213, 2773, 5.375653, 1102, 5.0, 1879, 4.9365406, 3410, 4.6949515
237, 2773, 5.4600205, 385, 5.254522, 136, 4.9415874, 3410, 4.9255185, 1111, 4.9028873
238, 841, 5.3284273, 3944, 5.0, 3739, 4.7908864, 1067, 4.779765, 935, 4.767881
239, 841, 5.6449013, 385, 5.0469184, 2847, 5.0463414, 2981, 5.018914, 3816, 5.00051
240, 2773, 4.6970205, 3410, 4.5801864, 1111, 4.3737903, 3816, 4.372272, 668, 4.2894177
241, 649, 5.209467, 2773, 5.136005, 3410, 5.1227813, 3816, 5.0140567, 681, 5.0
242, 1780, 4.5, 3739, 4.378973, 2773, 4.3398333, 1657, 4.3118076, 1111, 4.311407
243, 841, 6.2754364, 2981, 6.0, 2056, 5.235702, 1879, 5.034197, 3149, 5.0
244, 2773, 5.492977, 3410, 5.2108626, 649, 5.2034135, 1111, 5.1542935, 136, 5.06963
245, 3410, 4.1504836, 668, 4.127799, 136, 4.061159, 1111, 4.0298066, 3816, 4.013728
246, 841, 6.5, 1780, 5.554097, 385, 5.5, 77, 5.0, 2847, 4.9436145
247, 746, 5.5, 649, 5.325593, 2129, 5.1325455, 2904, 5.1021495, 1657, 5.100505
248, 3410, 6.4361157, 2773, 6.40724, 1725, 5.9558835, 841, 5.912591, 3415, 5.8472815
249, 841, 6.5, 2773, 5.359827, 2981, 5.3535533, 3410, 5.183615, 2464, 5.1715727
250, 2773, 5.4830236, 1879, 5.4392924, 670, 5.241758, 3739, 5.1396484, 363, 5.084644
251, 3415, 5.5, 3410, 5.4841423, 2773, 5.3691254, 2678, 5.2819347, 136, 5.096295
252, 136, 5.699558, 3637, 5.6549573, 2773, 5.598963, 1111, 5.370656, 2904, 5.3653765
253, 1067, 5.5, 841, 5.037414, 2673, 5.0, 3371, 4.978113, 3816, 4.6909018
254, 2678, 6.5, 3118, 6.5, 106, 6.0, 961, 5.5, 645, 5.0
255, 3410, 5.4551277, 136, 5.366475, 2773, 5.279307, 1111, 5.2385626, 2813, 5.1213202
256, 3410, 6.1091366, 1067, 5.7707, 2773, 5.7422094, 1879, 5.6731443, 841, 5.6262264
257, 2652, 6.0, 841, 6.0, 2635, 6.0, 136, 5.8811536, 2773, 5.7417765
258, 385, 5.785395, 841, 5.3777795, 106, 5.1464467, 2773, 5.039352, 124, 5.0153008
259, 2904, 5.0331535, 649, 5.018435, 3739, 5.0000424, 681, 5.0, 3371, 4.9748015
260, 1780, 6.5, 106, 6.0, 1111, 5.4032965, 1067, 5.360627, 1002, 5.3458047
261, 136, 5.3536944, 2773, 5.1717362, 3816, 5.0196724, 1111, 5.0156674, 1563, 4.990464
262, 77, 7.0, 1533, 5.774642, 1067, 5.444372, 3410, 5.394903, 2981, 5.2928934
263, 2773, 5.1971054, 841, 5.168446, 1102, 5.0, 3410, 4.891286, 2830, 4.724111
264, 1102, 5.0, 136, 4.2213626, 3410, 4.1397696, 1111, 4.095797, 3739, 4.051722
265, 1067, 5.1433315, 668, 5.0370555, 841, 5.007802, 3816, 4.9771857, 935, 4.925781
266, 841, 5.8545084, 3816, 5.2648005, 3470, 5.2062097, 722, 5.195775, 668, 5.1706085
267, 2904, 4.521194, 136, 4.513063, 2847, 4.4987955, 3739, 4.4794846, 1657, 4.4793224
268, 77, 5.184699, 1111, 5.14049, 2673, 5.0, 3739, 4.8427205, 2773, 4.750755
269, 1067, 6.363961, 136, 5.7071066, 3625, 5.5, 406, 5.445903, 3680, 5.360738
270, 136, 5.4710293, 1067, 5.3064723, 649, 5.2595744, 3816, 5.1888504, 3223, 5.141234
271, 385, 5.4559073, 3410, 5.4272223, 2773, 5.3995733, 1111, 5.3560753, 3739, 5.232714
